speciesCode,comName,sciName,obsDt,howMany,lat,lng,locationName,locationID,obsValid,obsReviewed,userDisplayName,subnational1Name,subnational2Name
colkin1,Collared Kingfisher,Todiramphus chloris,2000-10-22 15:00,10,1.2940966,103.8465779,,,True,False,,,
blnori1,Black-naped Oriole,Oriolus chinensis,2000-10-22 15:00,10,1.2940966,103.8465779,,,True,False,,,
comior1,Common Iora,Aegithina tiphia,2000-10-22 15:00,1,1.2940966,103.8465779,,,True,False,,,
yebpri1,Yellow-bellied Prinia,Prinia flaviventris,2000-10-22 15:00,1,1.2940966,103.8465779,,,True,False,,,
rewbul,Red-whiskered Bulbul,Pycnonotus jocosus,2000-10-22 15:00,50,1.2940966,103.8465779,,,True,True,,,
yevbul1,Yellow-vented Bulbul,Pycnonotus goiavier,2000-10-22 15:00,50,1.2940966,103.8465779,,,True,True,,,
asfblu1,Asian Fairy-bluebird,Irena puella,2000-10-22 14:30,1,1.3546626,103.7761313,,,True,False,,,
whbwat1,White-breasted Waterhen,Amaurornis phoenicurus,2000-10-22 08:00,10,1.4461788,103.7286058,,,True,False,,,
pagplo,Pacific Golden-Plover,Pluvialis fulva,2000-10-22 08:00,10,1.4461788,103.7286058,,,True,False,,,
lessap1,Tibetan Sand-Plover,Anarhynchus atrifrons,2000-10-22 08:00,10,1.4461788,103.7286058,,,True,False,,,
comsan,Common Sandpiper,Actitis hypoleucos,2000-10-22 08:00,50,1.4461788,103.7286058,,,True,True,,,
marsan,Marsh Sandpiper,Tringa stagnatilis,2000-10-22 08:00,10,1.4461788,103.7286058,,,True,True,,,
woosan,Wood Sandpiper,Tringa glareola,2000-10-22 08:00,10,1.4461788,103.7286058,,,True,True,,,
comred1,Common Redshank,Tringa totanus,2000-10-22 08:00,20,1.4461788,103.7286058,,,True,False,,,
comgre,Common Greenshank,Tringa nebularia,2000-10-22 08:00,10,1.4461788,103.7286058,,,True,False,,,
cursan,Curlew Sandpiper,Calidris ferruginea,2000-10-22 08:00,10,1.4461788,103.7286058,,,True,True,,,
milsto1,Milky Stork,Mycteria cinerea,2000-10-22 08:00,1,1.4461788,103.7286058,,,True,True,,,
litegr,Little Egret,Egretta garzetta,2000-10-22 08:00,10,1.4461788,103.7286058,,,True,False,,,
strher,Striated Heron,Butorides striata,2000-10-22 08:00,4,1.4461788,103.7286058,,,True,False,,,
greegr,Great Egret,Ardea alba,2000-10-22 08:00,10,1.4461788,103.7286058,,,True,False,,,
graher1,Gray Heron,Ardea cinerea,2000-10-22 08:00,20,1.4461788,103.7286058,,,True,True,,,
purher1,Purple Heron,Ardea purpurea,2000-10-22 08:00,10,1.4461788,103.7286058,,,True,True,,,
btbeat1,Blue-tailed Bee-eater,Merops philippinus,2000-10-22 08:00,10,1.4461788,103.7286058,,,True,False,,,
comkin1,Common Kingfisher,Alcedo atthis,2000-10-22 08:00,10,1.4461788,103.7286058,,,True,True,,,
gobger1,Golden-bellied Gerygone,Gerygone sulphurea,2000-10-22 08:00,1,1.4461788,103.7286058,,,True,False,,,
ashtai1,Ashy Tailorbird,Orthotomus ruficeps,2000-10-22 08:00,10,1.4461788,103.7286058,,,True,False,,,
pacswa1,Pacific Swallow,Hirundo javanica,2000-10-22 08:00,20,1.4461788,103.7286058,,,True,False,,,
pinpig3,Pink-necked Green-Pigeon,Treron vernans,2000-10-22,,1.3148322,103.8159621,,,True,False,,,
stbkin1,Stork-billed Kingfisher,Pelargopsis capensis,2000-10-22,,1.3148322,103.8159621,,,True,False,,,
whtkin2,White-throated Kingfisher,Halcyon smyrnensis,2000-10-22,,1.3148322,103.8159621,,,True,False,,,
houcro1,House Crow,Corvus splendens,2000-10-27,,1.3579874,103.9890058,,,True,False,,,
commyn,Common Myna,Acridotheres tristis,2000-10-27,,1.3579874,103.9890058,,,True,False,,,
cinbit1,Cinnamon Bittern,Botaurus cinnamomeus,2000-10-30,1,1.4464582,103.7302816,,,True,False,,,
bchpar1,Blue-crowned Hanging-Parrot,Loriculus galgulus,2000-11-01,2,1.3416843,103.8324308,,,True,False,,,
gyrtre1,Gray-rumped Treeswift,Hemiprocne longipennis,2000-11-04,,1.3148322,103.8159621,,,True,False,,,
japspa1,Japanese Sparrowhawk,Tachyspiza gularis,2000-11-04,,1.3148322,103.8159621,,,True,False,,,
brakit1,Brahminy Kite,Haliastur indus,2000-11-04,,1.3148322,103.8159621,,,True,False,,,
btbeat1,Blue-tailed Bee-eater,Merops philippinus,2000-11-04,,1.3148322,103.8159621,,,True,False,,,
banwoo2,Banded Woodpecker,Chrysophlegma miniaceum,2000-11-04,,1.3148322,103.8159621,,,True,False,,,
pacswa1,Pacific Swallow,Hirundo javanica,2000-11-04,,1.3148322,103.8159621,,,True,False,,,
wbseag1,White-bellied Sea-Eagle,Icthyophaga leucogaster,2000-11-09,,1.4345959,103.7859535,,,True,False,,,
bncwoo2,Sunda Pygmy Woodpecker,Yungipicus moluccensis,2000-11-11,,1.312923,103.9232826,,,True,False,,,
batgod,Bar-tailed Godwit,Limosa lapponica,2000-11-12,2,1.4461788,103.7286058,,,True,True,,,
yelbit,Yellow Bittern,Botaurus sinensis,2000-11-12,,1.4461788,103.7286058,,,True,False,,,
strher,Striated Heron,Butorides striata,2000-11-12,,1.4461788,103.7286058,,,True,False,,,
categr2,Eastern Cattle-Egret,Ardea coromanda,2000-11-12,,1.4461788,103.7286058,,,True,False,,,
purher1,Purple Heron,Ardea purpurea,2000-11-12,,1.4461788,103.7286058,,,True,False,,,
comkin1,Common Kingfisher,Alcedo atthis,2000-11-12,,1.4461788,103.7286058,,,True,False,,,
pltsun2,Brown-throated Sunbird,Anthreptes malacensis,2000-11-12,,1.4461788,103.7286058,,,True,False,,,
rocpig,Rock Pigeon,Columba livia,2000-11-15,,1.3058438,103.9311361,,,True,True,,,
norboo1,Northern Boobook,Ninox japonica,2000-11-15,1,1.3552595,103.8655829,,,True,True,,,
scbflo1,Scarlet-backed Flowerpecker,Dicaeum cruentatum,2000-11-18,,1.3179964,103.9243555,,,True,False,,,
grbher2,Great-billed Heron,Ardea sumatrana,2000-11-19,,1.2509687,103.8235474,,,True,False,,,
magrob,Oriental Magpie-Robin,Copsychus saularis,2000-11-19,,1.2509687,103.8235474,,,True,False,,,
comfla1,Common Flameback,Dinopium javanense,2000-11-25,,1.3148322,103.8159621,,,True,False,,,
dollar1,Dollarbird,Eurystomus orientalis,2000-11-26,,1.3519654,103.8163376,,,True,False,,,
grtdro1,Greater Racket-tailed Drongo,Dicrurus paradiseus,2000-11-26,,1.3519654,103.8163376,,,True,False,,,
brnshr,Brown Shrike,Lanius cristatus,2000-11-26,,1.3115929,103.8373661,,,True,False,,,
dantai1,Dark-necked Tailorbird,Orthotomus atrogularis,2000-11-26,,1.3519654,103.8163376,,,True,False,,,
orbflo1,Orange-bellied Flowerpecker,Dicaeum trigonostigma,2000-11-26,,1.3519654,103.8163376,,,True,False,,,
olbsun4,Ornate Sunbird,Cinnyris ornatus,2000-11-26,,1.3179964,103.9243555,,,True,False,,,
eacsun1,Crimson Sunbird,Aethopyga siparaja,2000-11-26,,1.3519654,103.8163376,,,True,False,,,
recdov1,Red Collared-Dove,Streptopelia tranquebarica,2000-12-03,,1.382255,103.9459419,,,True,True,,,
greegr,Great Egret,Ardea alba,2000-12-03,,1.382255,103.9459419,,,True,False,,,
blabaz1,Black Baza,Aviceda leuphotes,2000-12-03,,1.382255,103.9459419,,,True,False,,,
ruttai1,Rufous-tailed Tailorbird,Orthotomus sericeus,2000-12-03,,1.382255,103.9459419,,,True,False,,,
dausta1,Daurian Starling,Agropsar sturninus,2000-12-03,,1.382255,103.9459419,,,True,False,,,
bkskit1,Black-winged Kite,Elanus caeruleus,2000-12-07,,1.4345959,103.7859535,,,True,False,,,
barswa,Barn Swallow,Hirundo rustica,2000-12-07,,1.4345959,103.7859535,,,True,False,,,
redjun,Red Junglefowl,Gallus gallus,2000-12-10 08:00,,1.4109139,103.964653,,,True,False,,,
rocpig,Rock Pigeon,Columba livia,2000-12-10 08:00,,1.4109139,103.964653,,,True,True,,,
recdov1,Red Collared-Dove,Streptopelia tranquebarica,2000-12-10 08:00,,1.4109139,103.964653,,,True,True,,,
spodov,Spotted Dove,Spilopelia chinensis,2000-12-10 08:00,,1.4109139,103.964653,,,True,False,,,
grecou1,Greater Coucal,Centropus sinensis,2000-12-10 08:00,,1.4109139,103.964653,,,True,False,,,
asikoe2,Asian Koel,Eudynamys scolopaceus,2000-12-10 08:00,,1.4109139,103.964653,,,True,False,,,
babcuc2,Banded Bay Cuckoo,Cacomantis sonneratii,2000-12-10 08:00,,1.4109139,103.964653,,,True,False,,,
placuc1,Plaintive Cuckoo,Cacomantis merulinus,2000-12-10 08:00,,1.4109139,103.964653,,,True,False,,,
aspswi1,Asian Palm Swift,Cypsiurus balasiensis,2000-12-10 08:00,,1.4109139,103.964653,,,True,True,,,
rewlap1,Red-wattled Lapwing,Vanellus indicus,2000-12-10 08:00,,1.4109139,103.964653,,,True,False,,,
comsni,Common Snipe,Gallinago gallinago,2000-12-10 08:00,,1.4109139,103.964653,,,True,False,,,
comsan,Common Sandpiper,Actitis hypoleucos,2000-12-10 08:00,,1.4109139,103.964653,,,True,False,,,
grcter1,Great Crested Tern,Thalasseus bergii,2000-12-10 08:00,,1.4109139,103.964653,,,True,False,,,
pacreh1,Pacific Reef-Heron,Egretta sacra,2000-12-10 08:00,,1.4109139,103.964653,,,True,True,,,
litegr,Little Egret,Egretta garzetta,2000-12-10 08:00,,1.4109139,103.964653,,,True,False,,,
strher,Striated Heron,Butorides striata,2000-12-10 08:00,,1.4109139,103.964653,,,True,False,,,
graher1,Gray Heron,Ardea cinerea,2000-12-10 08:00,,1.4109139,103.964653,,,True,False,,,
osprey,Osprey,Pandion haliaetus,2000-12-10 08:00,,1.4109139,103.964653,,,True,False,,,
bkskit1,Black-winged Kite,Elanus caeruleus,2000-12-10 08:00,,1.4109139,103.964653,,,True,False,,,
wbseag1,White-bellied Sea-Eagle,Icthyophaga leucogaster,2000-12-10 08:00,,1.4109139,103.964653,,,True,False,,,
bufowl2,Buffy Fish-Owl,Ketupa ketupu,2000-12-10 08:00,,1.4109139,103.964653,,,True,False,,,
orphor1,Oriental Pied-Hornbill,Anthracoceros albirostris,2000-12-10 08:00,,1.4109139,103.964653,,,True,False,,,
stbkin1,Stork-billed Kingfisher,Pelargopsis capensis,2000-12-10 08:00,,1.4109139,103.964653,,,True,False,,,
whtkin2,White-throated Kingfisher,Halcyon smyrnensis,2000-12-10 08:00,,1.4109139,103.964653,,,True,False,,,
colkin1,Collared Kingfisher,Todiramphus chloris,2000-12-10 08:00,,1.4109139,103.964653,,,True,False,,,
dollar1,Dollarbird,Eurystomus orientalis,2000-12-10 08:00,,1.4109139,103.964653,,,True,False,,,
rufwoo2,Rufous Woodpecker,Micropternus brachyurus,2000-12-10 08:00,,1.4109139,103.964653,,,True,False,,,
comfla1,Common Flameback,Dinopium javanense,2000-12-10 08:00,,1.4109139,103.964653,,,True,False,,,
lacwoo1,Laced Woodpecker,Picus vittatus,2000-12-10 08:00,,1.4109139,103.964653,,,True,False,,,
lotpar2,Long-tailed Parakeet,Psittacula longicauda,2000-12-10 08:00,,1.4109139,103.964653,,,True,False,,,
blnori1,Black-naped Oriole,Oriolus chinensis,2000-12-10 08:00,,1.4109139,103.964653,,,True,False,,,
piefan1,Malaysian Pied-Fantail,Rhipidura javanica,2000-12-10 08:00,,1.4109139,103.964653,,,True,False,,,
houcro1,House Crow,Corvus splendens,2000-12-10 08:00,,1.4109139,103.964653,,,True,True,,,
labcro1,Large-billed Crow,Corvus macrorhynchos,2000-12-10 08:00,,1.4109139,103.964653,,,True,False,,,
ruttai1,Rufous-tailed Tailorbird,Orthotomus sericeus,2000-12-10 08:00,,1.4109139,103.964653,,,True,False,,,
pacswa1,Pacific Swallow,Hirundo javanica,2000-12-10 08:00,,1.4109139,103.964653,,,True,False,,,
yevbul1,Yellow-vented Bulbul,Pycnonotus goiavier,2000-12-10 08:00,,1.4109139,103.964653,,,True,False,,,
magrob,Oriental Magpie-Robin,Copsychus saularis,2000-12-10 08:00,,1.4109139,103.964653,,,True,False,,,
pltsun2,Brown-throated Sunbird,Anthreptes malacensis,2000-12-10 08:00,,1.4109139,103.964653,,,True,False,,,
olbsun4,Ornate Sunbird,Cinnyris ornatus,2000-12-10 08:00,,1.4109139,103.964653,,,True,False,,,
whrmun,White-rumped Munia,Lonchura striata,2000-12-10 08:00,,1.4109139,103.964653,,,True,True,,,
eutspa,Eurasian Tree Sparrow,Passer montanus,2000-12-10 08:00,,1.4109139,103.964653,,,True,False,,,
rocpig,Rock Pigeon,Columba livia,2000-12-21,,1.3618,103.9717,,,True,True,,,
zebdov,Zebra Dove,Geopelia striata,2000-12-21,6,1.4461788,103.7286058,,,True,False,,,
pinpig3,Pink-necked Green-Pigeon,Treron vernans,2000-12-21,1,1.4461788,103.7286058,,,True,False,,,
asikoe2,Asian Koel,Eudynamys scolopaceus,2000-12-21,1,1.4461788,103.7286058,,,True,False,,,
whbwat1,White-breasted Waterhen,Amaurornis phoenicurus,2000-12-21,1,1.3618,103.9717,,,True,False,,,
pagplo,Pacific Golden-Plover,Pluvialis fulva,2000-12-21,500,1.4461788,103.7286058,,,True,True,,,
lirplo,Little Ringed Plover,Thinornis dubius,2000-12-21,2,1.4461788,103.7286058,,,True,False,,,
lessap1,Tibetan Sand-Plover,Anarhynchus atrifrons,2000-12-21,1000,1.4461788,103.7286058,,,True,True,,,
whimbr,Whimbrel,Numenius phaeopus,2000-12-21,150,1.4461788,103.7286058,,,True,False,,,
tersan,Terek Sandpiper,Xenus cinereus,2000-12-21,10,1.4461788,103.7286058,,,True,True,,,
comsan,Common Sandpiper,Actitis hypoleucos,2000-12-21,7,1.4461788,103.7286058,,,True,False,,,
marsan,Marsh Sandpiper,Tringa stagnatilis,2000-12-21,50,1.4461788,103.7286058,,,True,True,,,
comred1,Common Redshank,Tringa totanus,2000-12-21,500,1.4461788,103.7286058,,,True,True,,,
comgre,Common Greenshank,Tringa nebularia,2000-12-21,100,1.4461788,103.7286058,,,True,True,,,
yelbit,Yellow Bittern,Botaurus sinensis,2000-12-21,1,1.4461788,103.7286058,,,True,False,,,
litegr,Little Egret,Egretta garzetta,2000-12-21,15,1.4461788,103.7286058,,,True,False,,,
categr2,Eastern Cattle-Egret,Ardea coromanda,2000-12-21,100,1.3618,103.9717,,,True,True,,,
greegr,Great Egret,Ardea alba,2000-12-21,5,1.4461788,103.7286058,,,True,False,,,
graher1,Gray Heron,Ardea cinerea,2000-12-21,70,1.4461788,103.7286058,,,True,True,,,
purher1,Purple Heron,Ardea purpurea,2000-12-21,2,1.4461788,103.7286058,,,True,False,,,
japspa1,Japanese Sparrowhawk,Tachyspiza gularis,2000-12-21,1,1.4461788,103.7286058,,,True,False,,,
wbseag1,White-bellied Sea-Eagle,Icthyophaga leucogaster,2000-12-21,2,1.4461788,103.7286058,,,True,False,,,
comkin1,Common Kingfisher,Alcedo atthis,2000-12-21,1,1.4461788,103.7286058,,,True,False,,,
whtkin2,White-throated Kingfisher,Halcyon smyrnensis,2000-12-21,1,1.4461788,103.7286058,,,True,False,,,
colkin1,Collared Kingfisher,Todiramphus chloris,2000-12-21,7,1.4461788,103.7286058,,,True,False,,,
bncwoo2,Sunda Pygmy Woodpecker,Yungipicus moluccensis,2000-12-21,1,1.4461788,103.7286058,,,True,False,,,
comfla1,Common Flameback,Dinopium javanense,2000-12-21,1,1.4461788,103.7286058,,,True,False,,,
blnori1,Black-naped Oriole,Oriolus chinensis,2000-12-21,1,1.4461788,103.7286058,,,True,False,,,
piefan1,Malaysian Pied-Fantail,Rhipidura javanica,2000-12-21,4,1.4461788,103.7286058,,,True,False,,,
ashtai1,Ashy Tailorbird,Orthotomus ruficeps,2000-12-21,1,1.4461788,103.7286058,,,True,False,,,
pacswa1,Pacific Swallow,Hirundo javanica,2000-12-21,1,1.4461788,103.7286058,,,True,False,,,
barswa,Barn Swallow,Hirundo rustica,2000-12-21,1,1.4461788,103.7286058,,,True,False,,,
yevbul1,Yellow-vented Bulbul,Pycnonotus goiavier,2000-12-21,8,1.4461788,103.7286058,,,True,False,,,
whvmyn,Javan Myna,Acridotheres javanicus,2000-12-21,,1.3618,103.9717,,,True,True,,,
magrob,Oriental Magpie-Robin,Copsychus saularis,2000-12-21,1,1.4461788,103.7286058,,,True,False,,,
spodov,Spotted Dove,Spilopelia chinensis,2000-12-28,1,1.3219951,103.9564121,,,True,False,,,
comsan,Common Sandpiper,Actitis hypoleucos,2000-12-28,4,1.3219951,103.9564121,,,True,False,,,
litegr,Little Egret,Egretta garzetta,2000-12-28,1,1.3219951,103.9564121,,,True,False,,,
strher,Striated Heron,Butorides striata,2000-12-28,2,1.3219951,103.9564121,,,True,False,,,
btbeat1,Blue-tailed Bee-eater,Merops philippinus,2000-12-28,11,1.3219951,103.9564121,,,True,True,,,
thbpig1,Thick-billed Green-Pigeon,Treron curvirostra,2001-01-01,1,1.3546626,103.7761313,,,True,False,,,
jafdov1,Jambu Fruit-Dove,Ptilinopus jambu,2001-01-01,1,1.3546626,103.7761313,,,True,True,,,
viocuc1,Violet Cuckoo,Chrysococcyx xanthorhynchus,2001-01-01,1,1.3546626,103.7761313,,,True,False,,,
babcuc2,Banded Bay Cuckoo,Cacomantis sonneratii,2001-01-01,1,1.3546626,103.7761313,,,True,False,,,
brbnee1,Brown-backed Needletail,Hirundapus giganteus,2001-01-01,1,1.3546626,103.7761313,,,True,True,,,
pagplo,Pacific Golden-Plover,Pluvialis fulva,2001-01-01,,1.4461788,103.7286058,,,True,False,,,
maslap1,Masked Lapwing,Vanellus miles,2001-01-01,1,1.3994143,103.8064628,,,True,False,,,
lessap1,Tibetan Sand-Plover,Anarhynchus atrifrons,2001-01-01,100,1.4461788,103.7286058,,,True,False,,,
integr1,Medium Egret,Ardea intermedia,2001-01-01,1,1.4461788,103.7286058,,,True,False,,,
blabaz1,Black Baza,Aviceda leuphotes,2001-01-01,2,1.2829977,103.7914353,,,True,False,,,
orihob2,Oriental Honey-buzzard,Pernis ptilorhynchus,2001-01-01,1,1.3395241,103.8117675,,,True,False,,,
y00839,Changeable Hawk-Eagle,Nisaetus cirrhatus,2001-01-01,1,1.3546626,103.7761313,,,True,False,,,
grfhaw1,Chinese Sparrowhawk,Tachyspiza soloensis,2001-01-01,1,1.2829977,103.7914353,,,True,False,,,
recbar1,Red-crowned Barbet,Psilopogon rafflesii,2001-01-01,1,1.3546626,103.7761313,,,True,False,,,
bchpar1,Blue-crowned Hanging-Parrot,Loriculus galgulus,2001-01-01,3,1.3546626,103.7761313,,,True,False,,,
tigshr1,Tiger Shrike,Lanius tigrinus,2001-01-01,1,1.3395241,103.8117675,,,True,False,,,
y00621,Eastern Red-rumped Swallow,Cecropis daurica,2001-01-01,1,1.3546626,103.7761313,,,True,False,,,
cinbul1,Cinereous Bulbul,Hemixos cinereus,2001-01-01,1,1.3546626,103.7761313,,,True,True,,,
blcbul2,Black-crested Bulbul,Rubigula flaviventris,2001-01-01,1,1.3546626,103.7761313,,,True,False,,,
reebul1,Red-eyed Bulbul,Pycnonotus brunneus,2001-01-01,2,1.3546626,103.7761313,,,True,False,,,
yebwar3,Yellow-browed Warbler,Phylloscopus inornatus,2001-01-01,1,1.3546626,103.7761313,,,True,True,,,
eacwar1,Eastern Crowned Warbler,Phylloscopus coronatus,2001-01-01,1,1.3395241,103.8117675,,,True,False,,,
asbfly,Asian Brown Flycatcher,Muscicapa dauurica,2001-01-01,1,1.3546626,103.7761313,,,True,False,,,
leglea1,Lesser Green Leafbird,Chloropsis cyanopogon,2001-01-01,1,1.3546626,103.7761313,,,True,True,,,
blwlea1,Blue-winged Leafbird,Chloropsis moluccensis,2001-01-01,5,1.3546626,103.7761313,,,True,True,,,
javspa,Java Sparrow,Padda oryzivora,2001-01-01,4,1.4075115,103.7784058,,,True,True,,,
forwag1,Forest Wagtail,Dendronanthus indicus,2001-01-01,2,1.3395241,103.8117675,,,True,True,,,
y00839,Changeable Hawk-Eagle,Nisaetus cirrhatus,2001-01-03,1,1.3310425,103.7274706,,,True,False,,,
leskes1,Lesser Kestrel,Falco naumanni,2001-01-04 10:00,2,1.3630703,104.0251188,,,True,True,,,
leskes1,Lesser Kestrel,Falco naumanni,2001-01-05,2,1.3534911,104.02246,,,True,True,,,
schbit1,Schrenck's Bittern,Botaurus eurhythmus,2001-01-06,1,1.3534911,104.02246,,,True,True,,,
combuz1,Common Buzzard,Buteo buteo,2001-01-06,1,1.3534911,104.02246,,,True,True,,,
leskes1,Lesser Kestrel,Falco naumanni,2001-01-06,3,1.3534911,104.02246,,,True,True,,,
thbpig1,Thick-billed Green-Pigeon,Treron curvirostra,2001-01-07,1,1.3395241,103.8117675,,,True,False,,,
chbmal1,Chestnut-bellied Malkoha,Phaenicophaeus sumatranus,2001-01-07,1,1.3395241,103.8117675,,,True,False,,,
viocuc1,Violet Cuckoo,Chrysococcyx xanthorhynchus,2001-01-07,1,1.3395241,103.8117675,,,True,False,,,
relcra1,Red-legged Crake,Rallina fasciata,2001-01-07,2,1.3395241,103.8117675,,,True,False,,,
cursan,Curlew Sandpiper,Calidris ferruginea,2001-01-07,50,1.4461788,103.7286058,,,True,True,,,
blabaz1,Black Baza,Aviceda leuphotes,2001-01-07,1,1.4075115,103.7784058,,,True,False,,,
orihob2,Oriental Honey-buzzard,Pernis ptilorhynchus,2001-01-07,1,1.4056398,103.808094,,,True,False,,,
y00839,Changeable Hawk-Eagle,Nisaetus cirrhatus,2001-01-07,,1.4075115,103.7784058,,,True,True,,,
japspa1,Japanese Sparrowhawk,Tachyspiza gularis,2001-01-07,,1.3395241,103.8117675,,,True,False,,,
gyhfie1,Gray-headed Fish-Eagle,Icthyophaga ichthyaetus,2001-01-07,1,1.4075115,103.7784058,,,True,False,,,
combuz1,Common Buzzard,Buteo buteo,2001-01-07,1,1.3534911,104.02246,,,True,True,,,
dollar1,Dollarbird,Eurystomus orientalis,2001-01-07,1,1.3395241,103.8117675,,,True,False,,,
leskes1,Lesser Kestrel,Falco naumanni,2001-01-07,1,1.3534911,104.02246,,,True,True,,,
eurkes,Eurasian Kestrel,Falco tinnunculus,2001-01-07,1,1.3534911,104.02246,,,True,True,,,
crbdro1,Crow-billed Drongo,Dicrurus annectens,2001-01-07,1,1.4075115,103.7784058,,,True,False,,,
tigshr1,Tiger Shrike,Lanius tigrinus,2001-01-07,1,1.3395241,103.8117675,,,True,False,,,
arcwar1,Arctic Warbler,Phylloscopus borealis,2001-01-07,1,1.3395241,103.8117675,,,True,False,,,
swiwhe1,Swinhoe's White-eye,Zosterops simplex,2001-01-07,1,1.2829977,103.7914353,,,True,False,,,
hilmyn,Common Hill Myna,Gracula religiosa,2001-01-07,2,1.3395241,103.8117675,,,True,False,,,
dausta1,Daurian Starling,Agropsar sturninus,2001-01-07,,1.4056398,103.808094,,,True,False,,,
asbfly,Asian Brown Flycatcher,Muscicapa dauurica,2001-01-07,1,1.4461788,103.7286058,,,True,False,,,
bnsfly1,Brown-streaked Flycatcher,Muscicapa williamsoni,2001-01-07,1,1.4461788,103.7286058,,,True,True,,,
sibrob,Siberian Blue Robin,Larvivora cyane,2001-01-07,2,1.354864,103.7969908,,,True,True,,,
litspi1,Little Spiderhunter,Arachnothera longirostra,2001-01-07,1,1.4075115,103.7784058,,,True,False,,,
yeespi1,Yellow-eared Spiderhunter,Arachnothera chrysogenys,2001-01-07,1,1.4075115,103.7784058,,,True,True,,,
blwlea1,Blue-winged Leafbird,Chloropsis moluccensis,2001-01-07,1,1.3395241,103.8117675,,,True,False,,,
commoo3,Eurasian Moorhen,Gallinula chloropus,2001-01-10,2,1.3957264,103.9257288,,,True,True,,,
lirplo,Little Ringed Plover,Thinornis dubius,2001-01-10,1,1.3957264,103.9257288,,,True,False,,,
woosan,Wood Sandpiper,Tringa glareola,2001-01-10,9,1.3957264,103.9257288,,,True,True,,,
litgre1,Little Grebe,Tachybaptus ruficollis,2001-01-10,3,1.3957264,103.9257288,,,True,True,,,
brnpel,Brown Pelican,Pelecanus occidentalis,2001-01-10,3,1.3177282,103.7068176,,,True,True,,,
bncwoo2,Sunda Pygmy Woodpecker,Yungipicus moluccensis,2001-01-10,,1.312923,103.9232826,,,True,False,,,
houcro1,House Crow,Corvus splendens,2001-01-10,1,1.326653,103.8283136,,,True,False,,,
commyn,Common Myna,Acridotheres tristis,2001-01-10,1,1.3579874,103.9890058,,,True,False,,,
brnpel,Brown Pelican,Pelecanus occidentalis,2001-01-11,2,1.2709959,103.6854243,,,True,True,,,
rocpig,Rock Pigeon,Columba livia,2001-01-14 10:00,,1.3148322,103.8159621,,,True,False,,,
spodov,Spotted Dove,Spilopelia chinensis,2001-01-14 10:00,,1.3148322,103.8159621,,,True,False,,,
pinpig3,Pink-necked Green-Pigeon,Treron vernans,2001-01-14 10:00,,1.3148322,103.8159621,,,True,False,,,
whbwat1,White-breasted Waterhen,Amaurornis phoenicurus,2001-01-14 10:00,,1.3148322,103.8159621,,,True,False,,,
chpher1,Chinese Pond-Heron,Ardeola bacchus,2001-01-14 10:00,,1.3148322,103.8159621,,,True,False,,,
categr2,Eastern Cattle-Egret,Ardea coromanda,2001-01-14 10:00,,1.3148322,103.8159621,,,True,False,,,
stbkin1,Stork-billed Kingfisher,Pelargopsis capensis,2001-01-14 10:00,,1.3148322,103.8159621,,,True,False,,,
colkin1,Collared Kingfisher,Todiramphus chloris,2001-01-14 10:00,,1.3148322,103.8159621,,,True,False,,,
banwoo2,Banded Woodpecker,Chrysophlegma miniaceum,2001-01-14 10:00,,1.3148322,103.8159621,,,True,False,,,
blnori1,Black-naped Oriole,Oriolus chinensis,2001-01-14 10:00,,1.3148322,103.8159621,,,True,False,,,
grtdro1,Greater Racket-tailed Drongo,Dicrurus paradiseus,2001-01-14 10:00,,1.3148322,103.8159621,,,True,False,,,
houcro1,House Crow,Corvus splendens,2001-01-14 10:00,,1.3148322,103.8159621,,,True,False,,,
yevbul1,Yellow-vented Bulbul,Pycnonotus goiavier,2001-01-14 10:00,,1.3148322,103.8159621,,,True,False,,,
asgsta1,Asian Glossy Starling,Aplonis panayensis,2001-01-14 10:00,,1.3148322,103.8159621,,,True,False,,,
hilmyn,Common Hill Myna,Gracula religiosa,2001-01-14 10:00,,1.3148322,103.8159621,,,True,False,,,
commyn,Common Myna,Acridotheres tristis,2001-01-14 10:00,,1.3148322,103.8159621,,,True,False,,,
whvmyn,Javan Myna,Acridotheres javanicus,2001-01-14 10:00,,1.3148322,103.8159621,,,True,False,,,
magrob,Oriental Magpie-Robin,Copsychus saularis,2001-01-14 10:00,,1.3148322,103.8159621,,,True,False,,,
olbsun4,Ornate Sunbird,Cinnyris ornatus,2001-01-14 10:00,,1.3148322,103.8159621,,,True,False,,,
eutspa,Eurasian Tree Sparrow,Passer montanus,2001-01-14 10:00,,1.3148322,103.8159621,,,True,False,,,
thbpig1,Thick-billed Green-Pigeon,Treron curvirostra,2001-01-14,1,1.3994143,103.8064628,,,True,False,,,
aspswi1,Asian Palm Swift,Cypsiurus balasiensis,2001-01-14,1,1.3155183,103.8154567,,,True,False,,,
gyrtre1,Gray-rumped Treeswift,Hemiprocne longipennis,2001-01-14,1,1.3155183,103.8154567,,,True,False,,,
commoo3,Eurasian Moorhen,Gallinula chloropus,2001-01-14,1,1.3130758,103.9981699,,,True,True,,,
lirplo,Little Ringed Plover,Thinornis dubius,2001-01-14,130,1.3130758,103.9981699,,,True,True,,,
lessap1,Tibetan Sand-Plover,Anarhynchus atrifrons,2001-01-14,2,1.439066,103.7379366,,,True,False,,,
