speciesCode,comName,sciName,obsDt,howMany,lat,lng,locationName,locationID,obsValid,obsReviewed,userDisplayName,subnational1Name,subnational2Name
litegr,Little Egret,Egretta garzetta,2000-04-08 15:00,,1.4036084,103.9688244,,,True,False,,,
strher,Striated Heron,Butorides striata,2000-04-08 15:00,,1.4036084,103.9688244,,,True,False,,,
graher1,Gray Heron,Ardea cinerea,2000-04-08 15:00,,1.4036084,103.9688244,,,True,False,,,
purher1,Purple Heron,Ardea purpurea,2000-04-08 15:00,,1.4036084,103.9688244,,,True,False,,,
y00839,Changeable Hawk-Eagle,Nisaetus cirrhatus,2000-04-08 15:00,,1.4036084,103.9688244,,,True,False,,,
brakit1,Brahminy Kite,Haliastur indus,2000-04-08 15:00,,1.4036084,103.9688244,,,True,False,,,
btbeat2,Blue-throated Bee-eater,Merops viridis,2000-04-08 15:00,,1.4036084,103.9688244,,,True,False,,,
btbeat1,Blue-tailed Bee-eater,Merops philippinus,2000-04-08 15:00,,1.4036084,103.9688244,,,True,True,,,
comkin1,Common Kingfisher,Alcedo atthis,2000-04-08 15:00,,1.4036084,103.9688244,,,True,True,,,
stbkin1,Stork-billed Kingfisher,Pelargopsis capensis,2000-04-08 15:00,,1.4036084,103.9688244,,,True,False,,,
whtkin2,White-throated Kingfisher,Halcyon smyrnensis,2000-04-08 15:00,,1.4036084,103.9688244,,,True,False,,,
colkin1,Collared Kingfisher,Todiramphus chloris,2000-04-08 15:00,,1.4036084,103.9688244,,,True,False,,,
comfla1,Common Flameback,Dinopium javanense,2000-04-08 15:00,,1.4036084,103.9688244,,,True,False,,,
lacwoo1,Laced Woodpecker,Picus vittatus,2000-04-08 15:00,,1.4036084,103.9688244,,,True,False,,,
gobger1,Golden-bellied Gerygone,Gerygone sulphurea,2000-04-08 15:00,,1.4036084,103.9688244,,,True,False,,,
piefan1,Malaysian Pied-Fantail,Rhipidura javanica,2000-04-08 15:00,,1.4036084,103.9688244,,,True,False,,,
houcro1,House Crow,Corvus splendens,2000-04-08 15:00,,1.4036084,103.9688244,,,True,False,,,
labcro1,Large-billed Crow,Corvus macrorhynchos,2000-04-08 15:00,,1.4036084,103.9688244,,,True,False,,,
comtai1,Common Tailorbird,Orthotomus sutorius,2000-04-08 15:00,,1.4036084,103.9688244,,,True,False,,,
ashtai1,Ashy Tailorbird,Orthotomus ruficeps,2000-04-08 15:00,,1.4036084,103.9688244,,,True,False,,,
pacswa1,Pacific Swallow,Hirundo javanica,2000-04-08 15:00,,1.4036084,103.9688244,,,True,False,,,
barswa,Barn Swallow,Hirundo rustica,2000-04-08 15:00,,1.4036084,103.9688244,,,True,False,,,
olwbul1,Olive-winged Bulbul,Pycnonotus plumosus,2000-04-08 15:00,,1.4036084,103.9688244,,,True,False,,,
yevbul1,Yellow-vented Bulbul,Pycnonotus goiavier,2000-04-08 15:00,,1.4036084,103.9688244,,,True,False,,,
asgsta1,Asian Glossy Starling,Aplonis panayensis,2000-04-08 15:00,,1.4036084,103.9688244,,,True,False,,,
hilmyn,Common Hill Myna,Gracula religiosa,2000-04-08 15:00,,1.4036084,103.9688244,,,True,False,,,
commyn,Common Myna,Acridotheres tristis,2000-04-08 15:00,,1.4036084,103.9688244,,,True,False,,,
whvmyn,Javan Myna,Acridotheres javanicus,2000-04-08 15:00,,1.4036084,103.9688244,,,True,False,,,
magrob,Oriental Magpie-Robin,Copsychus saularis,2000-04-08 15:00,,1.4036084,103.9688244,,,True,False,,,
scbflo1,Scarlet-backed Flowerpecker,Dicaeum cruentatum,2000-04-08 15:00,,1.4036084,103.9688244,,,True,False,,,
pltsun2,Brown-throated Sunbird,Anthreptes malacensis,2000-04-08 15:00,,1.4036084,103.9688244,,,True,False,,,
cotsun2,Copper-throated Sunbird,Leptocoma calcostetha,2000-04-08 15:00,,1.4036084,103.9688244,,,True,False,,,
olbsun4,Ornate Sunbird,Cinnyris ornatus,2000-04-08 15:00,,1.4036084,103.9688244,,,True,False,,,
eacsun1,Crimson Sunbird,Aethopyga siparaja,2000-04-08 15:00,,1.4036084,103.9688244,,,True,False,,,
chemun,Chestnut Munia,Lonchura atricapilla,2000-04-08 15:00,,1.4036084,103.9688244,,,True,False,,,
eutspa,Eurasian Tree Sparrow,Passer montanus,2000-04-08 15:00,,1.4036084,103.9688244,,,True,False,,,
brakit1,Brahminy Kite,Haliastur indus,2000-04-10 21:00,1,1.3669457,103.8306351,,,True,False,,,
houcro1,House Crow,Corvus splendens,2000-04-10,,1.3058438,103.9311361,,,True,True,,,
whvmyn,Javan Myna,Acridotheres javanicus,2000-04-10,,1.3058438,103.9311361,,,True,True,,,
blbqua1,Blue-breasted Quail,Synoicus chinensis,2000-04-11 08:00,,1.2678455,103.6300717,,,True,True,,,
rocpig,Rock Pigeon,Columba livia,2000-04-11 08:00,,1.2678455,103.6300717,,,True,True,,,
spodov,Spotted Dove,Spilopelia chinensis,2000-04-11 08:00,,1.2678455,103.6300717,,,True,False,,,
asikoe2,Asian Koel,Eudynamys scolopaceus,2000-04-11 08:00,,1.2678455,103.6300717,,,True,False,,,
savnig1,Savanna Nightjar,Caprimulgus affinis,2000-04-11 08:00,,1.2678455,103.6300717,,,True,False,,,
purswa3,Gray-headed Swamphen,Porphyrio poliocephalus,2000-04-11 08:00,,1.2678455,103.6300717,,,True,True,,,
eurcur,Eurasian Curlew,Numenius arquata,2000-04-11 08:00,,1.2678455,103.6300717,,,True,True,,,
swisni1,Swinhoe's Snipe,Gallinago megala,2000-04-11 08:00,,1.2678455,103.6300717,,,True,True,,,
pitsni,Pin-tailed Snipe,Gallinago stenura,2000-04-11 08:00,,1.2678455,103.6300717,,,True,False,,,
comsni,Common Snipe,Gallinago gallinago,2000-04-11 08:00,,1.2678455,103.6300717,,,True,False,,,
comsan,Common Sandpiper,Actitis hypoleucos,2000-04-11 08:00,,1.2678455,103.6300717,,,True,False,,,
briter1,Bridled Tern,Onychoprion anaethetus,2000-04-11 08:00,,1.2678455,103.6300717,,,True,True,,,
bkskit1,Black-winged Kite,Elanus caeruleus,2000-04-11 08:00,,1.2678455,103.6300717,,,True,False,,,
easmah1,Eastern Marsh Harrier,Circus spilonotus,2000-04-11 08:00,,1.2678455,103.6300717,,,True,True,,,
combuz6,Eastern Buzzard,Buteo japonicus,2000-04-11 08:00,,1.2678455,103.6300717,,,True,True,,,
eurkes,Eurasian Kestrel,Falco tinnunculus,2000-04-11 08:00,,1.2678455,103.6300717,,,True,True,,,
lotshr1,Long-tailed Shrike,Lanius schach,2000-04-11 08:00,,1.2678455,103.6300717,,,True,False,,,
houcro1,House Crow,Corvus splendens,2000-04-11 08:00,,1.2678455,103.6300717,,,True,True,,,
labcro1,Large-billed Crow,Corvus macrorhynchos,2000-04-11 08:00,,1.2678455,103.6300717,,,True,False,,,
zitcis1,Zitting Cisticola,Cisticola juncidis,2000-04-11 08:00,,1.2678455,103.6300717,,,True,False,,,
pacswa1,Pacific Swallow,Hirundo javanica,2000-04-11 08:00,,1.2678455,103.6300717,,,True,False,,,
yevbul1,Yellow-vented Bulbul,Pycnonotus goiavier,2000-04-11 08:00,,1.2678455,103.6300717,,,True,False,,,
asgsta1,Asian Glossy Starling,Aplonis panayensis,2000-04-11 08:00,,1.2678455,103.6300717,,,True,False,,,
commyn,Common Myna,Acridotheres tristis,2000-04-11 08:00,,1.2678455,103.6300717,,,True,False,,,
chemun,Chestnut Munia,Lonchura atricapilla,2000-04-11 08:00,,1.2678455,103.6300717,,,True,False,,,
whhmun1,White-headed Munia,Lonchura maja,2000-04-11 08:00,,1.2678455,103.6300717,,,True,False,,,
eutspa,Eurasian Tree Sparrow,Passer montanus,2000-04-11 08:00,,1.2678455,103.6300717,,,True,False,,,
oripip1,Paddyfield Pipit,Anthus rufulus,2000-04-11 08:00,,1.2678455,103.6300717,,,True,False,,,
pinpig3,Pink-necked Green-Pigeon,Treron vernans,2000-04-11 06:00,12,1.339695,103.8171101,,,True,False,,,
indcuc1,Indian Cuckoo,Cuculus micropterus,2000-04-11 06:00,1,1.339695,103.8171101,,,True,True,,,
gyhfie1,Gray-headed Fish-Eagle,Icthyophaga ichthyaetus,2000-04-11 06:00,1,1.339695,103.8171101,,,True,False,,,
whtkin2,White-throated Kingfisher,Halcyon smyrnensis,2000-04-11 06:00,1,1.355226,103.7770271,,,True,False,,,
lacwoo1,Laced Woodpecker,Picus vittatus,2000-04-11 06:00,1,1.355226,103.7770271,,,True,False,,,
comior1,Common Iora,Aegithina tiphia,2000-04-11 06:00,1,1.355226,103.7770271,,,True,False,,,
grtdro1,Greater Racket-tailed Drongo,Dicrurus paradiseus,2000-04-11 06:00,5,1.339695,103.8171101,,,True,False,,,
crvbul1,Cream-vented Bulbul,Pycnonotus simplex,2000-04-11 06:00,1,1.339695,103.8171101,,,True,False,,,
olwbul1,Olive-winged Bulbul,Pycnonotus plumosus,2000-04-11 06:00,2,1.339695,103.8171101,,,True,False,,,
sttbab1,Pin-striped Tit-Babbler,Mixornis gularis,2000-04-11 06:00,2,1.339695,103.8171101,,,True,False,,,
chwbab1,Chestnut-winged Babbler,Cyanoderma erythropterum,2000-04-11 06:00,2,1.339695,103.8171101,,,True,True,,,
shtbab1,Short-tailed Babbler,Pellorneum malaccense,2000-04-11 06:00,3,1.339695,103.8171101,,,True,True,,,
whvmyn,Javan Myna,Acridotheres javanicus,2000-04-11 06:00,,1.355226,103.7770271,,,True,True,,,
sibrob,Siberian Blue Robin,Larvivora cyane,2000-04-11 06:00,2,1.355226,103.7770271,,,True,True,,,
forwag1,Forest Wagtail,Dendronanthus indicus,2000-04-11 06:00,3,1.339695,103.8171101,,,True,True,,,
pinpig3,Pink-necked Green-Pigeon,Treron vernans,2000-04-12 06:00,12,1.339695,103.8171101,,,True,False,,,
whtkin2,White-throated Kingfisher,Halcyon smyrnensis,2000-04-12 06:00,1,1.339695,103.8171101,,,True,False,,,
lotpar2,Long-tailed Parakeet,Psittacula longicauda,2000-04-12 06:00,12,1.339695,103.8171101,,,True,False,,,
crvbul1,Cream-vented Bulbul,Pycnonotus simplex,2000-04-12 06:00,2,1.339695,103.8171101,,,True,False,,,
olwbul1,Olive-winged Bulbul,Pycnonotus plumosus,2000-04-12 06:00,2,1.339695,103.8171101,,,True,False,,,
sttbab1,Pin-striped Tit-Babbler,Mixornis gularis,2000-04-12 06:00,2,1.339695,103.8171101,,,True,False,,,
chwbab1,Chestnut-winged Babbler,Cyanoderma erythropterum,2000-04-12 06:00,2,1.339695,103.8171101,,,True,True,,,
scbflo1,Scarlet-backed Flowerpecker,Dicaeum cruentatum,2000-04-12 06:00,1,1.339695,103.8171101,,,True,False,,,
spodov,Spotted Dove,Spilopelia chinensis,2000-04-13 16:00,6,1.3514505,103.7639809,,,True,False,,,
asidrc3,Square-tailed Drongo-Cuckoo,Surniculus lugubris,2000-04-13 16:00,1,1.3514505,103.7639809,,,True,False,,,
latnig2,Large-tailed Nightjar,Caprimulgus macrurus,2000-04-13 16:00,2,1.3514505,103.7639809,,,True,False,,,
dollar1,Dollarbird,Eurystomus orientalis,2000-04-13 16:00,3,1.3514505,103.7639809,,,True,False,,,
comfla1,Common Flameback,Dinopium javanense,2000-04-13 16:00,3,1.3514505,103.7639809,,,True,False,,,
lacwoo1,Laced Woodpecker,Picus vittatus,2000-04-13 16:00,1,1.3514505,103.7639809,,,True,False,,,
banwoo2,Banded Woodpecker,Chrysophlegma miniaceum,2000-04-13 16:00,1,1.3514505,103.7639809,,,True,False,,,
blnori1,Black-naped Oriole,Oriolus chinensis,2000-04-13 16:00,2,1.3514505,103.7639809,,,True,False,,,
ashdro1,Ashy Drongo,Dicrurus leucophaeus,2000-04-13 16:00,1,1.3514505,103.7639809,,,True,True,,,
grtdro1,Greater Racket-tailed Drongo,Dicrurus paradiseus,2000-04-13 16:00,4,1.3514505,103.7639809,,,True,False,,,
yevbul1,Yellow-vented Bulbul,Pycnonotus goiavier,2000-04-13 16:00,6,1.3514505,103.7639809,,,True,False,,,
whclau2,White-crested Laughingthrush,Garrulax leucolophus,2000-04-13 16:00,4,1.3514505,103.7639809,,,True,True,,,
asgsta1,Asian Glossy Starling,Aplonis panayensis,2000-04-13 16:00,6,1.3514505,103.7639809,,,True,False,,,
commyn,Common Myna,Acridotheres tristis,2000-04-13 16:00,6,1.3514505,103.7639809,,,True,False,,,
whvmyn,Javan Myna,Acridotheres javanicus,2000-04-13 16:00,,1.3514505,103.7639809,,,True,True,,,
pinpig3,Pink-necked Green-Pigeon,Treron vernans,2000-04-17 06:00,12,1.339695,103.8171101,,,True,False,,,
purher1,Purple Heron,Ardea purpurea,2000-04-17 06:00,1,1.339695,103.8171101,,,True,False,,,
wbseag1,White-bellied Sea-Eagle,Icthyophaga leucogaster,2000-04-17 06:00,1,1.339695,103.8171101,,,True,False,,,
gyhfie1,Gray-headed Fish-Eagle,Icthyophaga ichthyaetus,2000-04-17 06:00,1,1.339695,103.8171101,,,True,False,,,
whtkin2,White-throated Kingfisher,Halcyon smyrnensis,2000-04-17 06:00,1,1.339695,103.8171101,,,True,False,,,
lotpar2,Long-tailed Parakeet,Psittacula longicauda,2000-04-17 06:00,12,1.339695,103.8171101,,,True,False,,,
grtdro1,Greater Racket-tailed Drongo,Dicrurus paradiseus,2000-04-17 06:00,2,1.339695,103.8171101,,,True,False,,,
crvbul1,Cream-vented Bulbul,Pycnonotus simplex,2000-04-17 06:00,1,1.339695,103.8171101,,,True,False,,,
olwbul1,Olive-winged Bulbul,Pycnonotus plumosus,2000-04-17 06:00,4,1.339695,103.8171101,,,True,False,,,
sttbab1,Pin-striped Tit-Babbler,Mixornis gularis,2000-04-17 06:00,4,1.339695,103.8171101,,,True,False,,,
chwbab1,Chestnut-winged Babbler,Cyanoderma erythropterum,2000-04-17 06:00,2,1.339695,103.8171101,,,True,True,,,
leglea1,Lesser Green Leafbird,Chloropsis cyanopogon,2000-04-17 06:00,1,1.339695,103.8171101,,,True,True,,,
ashdro1,Ashy Drongo,Dicrurus leucophaeus,2000-04-17,1,1.3487,103.7634659,,,True,True,,,
asikoe2,Asian Koel,Eudynamys scolopaceus,2000-04-18 06:00,1,1.355226,103.7770271,,,True,False,,,
whtkin2,White-throated Kingfisher,Halcyon smyrnensis,2000-04-18 06:00,1,1.355226,103.7770271,,,True,False,,,
lacwoo1,Laced Woodpecker,Picus vittatus,2000-04-18 06:00,1,1.355226,103.7770271,,,True,False,,,
comior1,Common Iora,Aegithina tiphia,2000-04-18 06:00,1,1.355226,103.7770271,,,True,False,,,
pinpig3,Pink-necked Green-Pigeon,Treron vernans,2000-04-19 06:00,6,1.355226,103.7770271,,,True,False,,,
asikoe2,Asian Koel,Eudynamys scolopaceus,2000-04-19 06:00,1,1.355226,103.7770271,,,True,False,,,
brnhao1,Brown Boobook,Ninox scutulata,2000-04-19 06:00,1,1.355226,103.7770271,,,True,False,,,
lacwoo1,Laced Woodpecker,Picus vittatus,2000-04-19 06:00,2,1.355226,103.7770271,,,True,False,,,
emedov2,Asian Emerald Dove,Chalcophaps indica,2000-04-20 06:00,1,1.355226,103.7770271,,,True,False,,,
copbar1,Coppersmith Barbet,Psilopogon haemacephalus,2000-04-20 06:00,1,1.355226,103.7770271,,,True,False,,,
pltsun2,Brown-throated Sunbird,Anthreptes malacensis,2000-04-20 06:00,1,1.355226,103.7770271,,,True,False,,,
olbsun4,Ornate Sunbird,Cinnyris ornatus,2000-04-20 06:00,1,1.355226,103.7770271,,,True,False,,,
viocuc1,Violet Cuckoo,Chrysococcyx xanthorhynchus,2000-04-22,1,1.3743254,103.8107995,,,True,False,,,
recbar1,Red-crowned Barbet,Psilopogon rafflesii,2000-04-22,7,1.3743254,103.8107995,,,True,True,,,
comfla1,Common Flameback,Dinopium javanense,2000-04-22,1,1.3797221,103.9499173,,,True,False,,,
blrpar1,Blue-rumped Parrot,Psittinus cyanurus,2000-04-22,2,1.3743254,103.8107995,,,True,False,,,
bchpar1,Blue-crowned Hanging-Parrot,Loriculus galgulus,2000-04-22,1,1.3743254,103.8107995,,,True,False,,,
leglea1,Lesser Green Leafbird,Chloropsis cyanopogon,2000-04-22,1,1.3743254,103.8107995,,,True,True,,,
blwlea1,Blue-winged Leafbird,Chloropsis moluccensis,2000-04-22,1,1.3743254,103.8107995,,,True,False,,,
yevbul1,Yellow-vented Bulbul,Pycnonotus goiavier,2000-04-23 06:00,2,1.4471661,103.725872,,,True,False,,,
asidrc3,Square-tailed Drongo-Cuckoo,Surniculus lugubris,2000-04-23,1,1.3395241,103.8117675,,,True,False,,,
lessap1,Tibetan Sand-Plover,Anarhynchus atrifrons,2000-04-23,50,1.4461788,103.7286058,,,True,False,,,
blekin1,Blue-eared Kingfisher,Alcedo meninting,2000-04-23,1,1.3395241,103.8117675,,,True,False,,,
crvbul1,Cream-vented Bulbul,Pycnonotus simplex,2000-04-23,3,1.3395241,103.8117675,,,True,False,,,
arcwar1,Arctic Warbler,Phylloscopus borealis,2000-04-23,3,1.3395241,103.8117675,,,True,False,,,
cotsun2,Copper-throated Sunbird,Leptocoma calcostetha,2000-04-23,2,1.4461788,103.7286058,,,True,False,,,
babcuc2,Banded Bay Cuckoo,Cacomantis sonneratii,2000-04-24,1,1.3395241,103.8117675,,,True,False,,,
brucuc2,Sunda Brush Cuckoo,Cacomantis sepulcralis,2000-04-24,1,1.4036084,103.9688244,,,True,False,,,
asidrc3,Square-tailed Drongo-Cuckoo,Surniculus lugubris,2000-04-24,1,1.3395241,103.8117675,,,True,False,,,
malnig1,Malaysian Eared-Nightjar,Lyncornis temminckii,2000-04-24,1,1.354864,103.7969908,,,True,True,,,
savnig1,Savanna Nightjar,Caprimulgus affinis,2000-04-24,2,1.3957264,103.9257288,,,True,False,,,
fotswi,Pacific Swift,Apus pacificus,2000-04-24,24,1.3395241,103.8117675,,,True,True,,,
relcra1,Red-legged Crake,Rallina fasciata,2000-04-24,2,1.354864,103.7969908,,,True,False,,,
pitsni,Pin-tailed Snipe,Gallinago stenura,2000-04-24,4,1.3957264,103.9257288,,,True,True,,,
cinbit1,Cinnamon Bittern,Botaurus cinnamomeus,2000-04-24,1,1.3957264,103.9257288,,,True,False,,,
yelbit,Yellow Bittern,Botaurus sinensis,2000-04-24,6,1.3957264,103.9257288,,,True,True,,,
gyhfie1,Gray-headed Fish-Eagle,Icthyophaga ichthyaetus,2000-04-24,2,1.3416843,103.8324308,,,True,False,,,
spwowl1,Spotted Wood-Owl,Strix seloputo,2000-04-24,2,1.3127357,103.8119338,,,True,False,,,
btbeat2,Blue-throated Bee-eater,Merops viridis,2000-04-24,1,1.4036084,103.9688244,,,True,False,,,
manpit1,Mangrove Pitta,Pitta megarhyncha,2000-04-24,3,1.4036084,103.9688244,,,True,True,,,
orrwar1,Oriental Reed Warbler,Acrocephalus orientalis,2000-04-24,3,1.3957264,103.9257288,,,True,False,,,
arcwar1,Arctic Warbler,Phylloscopus borealis,2000-04-24,,1.3395241,103.8117675,,,True,False,,,
chwbab1,Chestnut-winged Babbler,Cyanoderma erythropterum,2000-04-24,1,1.3395241,103.8117675,,,True,False,,,
whcbab1,White-chested Babbler,Pellorneum rostratum,2000-04-24,1,1.4036084,103.9688244,,,True,True,,,
baywea1,Baya Weaver,Ploceus philippinus,2000-04-24,,1.3957264,103.9257288,,,True,False,,,
pinpig3,Pink-necked Green-Pigeon,Treron vernans,2000-04-27 06:00,6,1.3514505,103.7639809,,,True,False,,,
asidrc3,Square-tailed Drongo-Cuckoo,Surniculus lugubris,2000-04-27 06:00,1,1.3514505,103.7639809,,,True,False,,,
dollar1,Dollarbird,Eurystomus orientalis,2000-04-27 06:00,1,1.3514505,103.7639809,,,True,False,,,
linbar1,Lineated Barbet,Psilopogon lineatus,2000-04-27 06:00,2,1.3514505,103.7639809,,,True,True,,,
lacwoo1,Laced Woodpecker,Picus vittatus,2000-04-27 06:00,1,1.3514505,103.7639809,,,True,False,,,
blnori1,Black-naped Oriole,Oriolus chinensis,2000-04-27 06:00,2,1.3514505,103.7639809,,,True,False,,,
piefan1,Malaysian Pied-Fantail,Rhipidura javanica,2000-04-27 06:00,1,1.3514505,103.7639809,,,True,False,,,
ashdro1,Ashy Drongo,Dicrurus leucophaeus,2000-04-27 06:00,1,1.3514505,103.7639809,,,True,True,,,
grtdro1,Greater Racket-tailed Drongo,Dicrurus paradiseus,2000-04-27 06:00,1,1.3514505,103.7639809,,,True,False,,,
sttbab1,Pin-striped Tit-Babbler,Mixornis gularis,2000-04-27 06:00,5,1.3514505,103.7639809,,,True,False,,,
whclau2,White-crested Laughingthrush,Garrulax leucolophus,2000-04-27 06:00,6,1.3514505,103.7639809,,,True,True,,,
asgsta1,Asian Glossy Starling,Aplonis panayensis,2000-04-27 06:00,6,1.3514505,103.7639809,,,True,False,,,
commyn,Common Myna,Acridotheres tristis,2000-04-27 06:00,6,1.3514505,103.7639809,,,True,False,,,
whvmyn,Javan Myna,Acridotheres javanicus,2000-04-27 06:00,,1.3514505,103.7639809,,,True,True,,,
whrsha,White-rumped Shama,Copsychus malabaricus,2000-04-27 06:00,1,1.3514505,103.7639809,,,True,False,,,
copbar1,Coppersmith Barbet,Psilopogon haemacephalus,2000-04-28 06:00,1,1.355226,103.7770271,,,True,False,,,
comior1,Common Iora,Aegithina tiphia,2000-04-28 06:00,2,1.355226,103.7770271,,,True,False,,,
grtdro1,Greater Racket-tailed Drongo,Dicrurus paradiseus,2000-04-28 06:00,2,1.355226,103.7770271,,,True,False,,,
yevbul1,Yellow-vented Bulbul,Pycnonotus goiavier,2000-04-28 06:00,6,1.355226,103.7770271,,,True,False,,,
asgsta1,Asian Glossy Starling,Aplonis panayensis,2000-04-28 06:00,12,1.355226,103.7770271,,,True,False,,,
olbsun4,Ornate Sunbird,Cinnyris ornatus,2000-04-28 06:00,1,1.355226,103.7770271,,,True,False,,,
eacsun1,Crimson Sunbird,Aethopyga siparaja,2000-04-28 06:00,1,1.355226,103.7770271,,,True,False,,,
arcwar1,Arctic Warbler,Phylloscopus borealis,2000-04-28,1,1.3546626,103.7761313,,,True,False,,,
rocpig,Rock Pigeon,Columba livia,2000-05-01 10:00,,1.2940966,103.8465779,,,True,False,,,
spodov,Spotted Dove,Spilopelia chinensis,2000-05-01 10:00,,1.2940966,103.8465779,,,True,False,,,
brakit1,Brahminy Kite,Haliastur indus,2000-05-01 10:00,1,1.2940966,103.8465779,,,True,False,,,
blnori1,Black-naped Oriole,Oriolus chinensis,2000-05-01 10:00,1,1.2940966,103.8465779,,,True,False,,,
houcro1,House Crow,Corvus splendens,2000-05-01 10:00,,1.2940966,103.8465779,,,True,False,,,
labcro1,Large-billed Crow,Corvus macrorhynchos,2000-05-01 10:00,,1.2940966,103.8465779,,,True,False,,,
pacswa1,Pacific Swallow,Hirundo javanica,2000-05-01 10:00,,1.2940966,103.8465779,,,True,False,,,
yevbul1,Yellow-vented Bulbul,Pycnonotus goiavier,2000-05-01 10:00,,1.2940966,103.8465779,,,True,False,,,
commyn,Common Myna,Acridotheres tristis,2000-05-01 10:00,,1.2940966,103.8465779,,,True,False,,,
whvmyn,Javan Myna,Acridotheres javanicus,2000-05-01 10:00,,1.2940966,103.8465779,,,True,False,,,
eutspa,Eurasian Tree Sparrow,Passer montanus,2000-05-01 10:00,,1.2940966,103.8465779,,,True,False,,,
chbmal1,Chestnut-bellied Malkoha,Phaenicophaeus sumatranus,2000-05-07,1,1.4075115,103.7784058,,,True,False,,,
rocpig,Rock Pigeon,Columba livia,2000-05-12,,1.3487,103.7634659,,,True,True,,,
spodov,Spotted Dove,Spilopelia chinensis,2000-05-12,,1.3487,103.7634659,,,True,False,,,
houswi1,House Swift,Apus nipalensis,2000-05-12,,1.3487,103.7634659,,,True,True,,,
aspswi1,Asian Palm Swift,Cypsiurus balasiensis,2000-05-12,,1.3487,103.7634659,,,True,True,,,
wbseag1,White-bellied Sea-Eagle,Icthyophaga leucogaster,2000-05-12,,1.3487,103.7634659,,,True,False,,,
copbar1,Coppersmith Barbet,Psilopogon haemacephalus,2000-05-12,,1.3487,103.7634659,,,True,False,,,
bncwoo2,Sunda Pygmy Woodpecker,Yungipicus moluccensis,2000-05-12,,1.3487,103.7634659,,,True,False,,,
banwoo2,Banded Woodpecker,Chrysophlegma miniaceum,2000-05-12,,1.3487,103.7634659,,,True,False,,,
blnori1,Black-naped Oriole,Oriolus chinensis,2000-05-12,,1.3487,103.7634659,,,True,False,,,
grtdro1,Greater Racket-tailed Drongo,Dicrurus paradiseus,2000-05-12,,1.3487,103.7634659,,,True,False,,,
houcro1,House Crow,Corvus splendens,2000-05-12,,1.3487,103.7634659,,,True,True,,,
yebpri1,Yellow-bellied Prinia,Prinia flaviventris,2000-05-12,,1.3487,103.7634659,,,True,False,,,
pacswa1,Pacific Swallow,Hirundo javanica,2000-05-12,,1.3487,103.7634659,,,True,False,,,
barswa,Barn Swallow,Hirundo rustica,2000-05-12,,1.3487,103.7634659,,,True,False,,,
crvbul1,Cream-vented Bulbul,Pycnonotus simplex,2000-05-12,,1.3487,103.7634659,,,True,False,,,
sttbab1,Pin-striped Tit-Babbler,Mixornis gularis,2000-05-12,,1.3487,103.7634659,,,True,False,,,
asgsta1,Asian Glossy Starling,Aplonis panayensis,2000-05-12,,1.3487,103.7634659,,,True,False,,,
commyn,Common Myna,Acridotheres tristis,2000-05-12,,1.3487,103.7634659,,,True,False,,,
whvmyn,Javan Myna,Acridotheres javanicus,2000-05-12,,1.3487,103.7634659,,,True,True,,,
pltsun2,Brown-throated Sunbird,Anthreptes malacensis,2000-05-12,,1.3487,103.7634659,,,True,False,,,
eacsun1,Crimson Sunbird,Aethopyga siparaja,2000-05-12,,1.3487,103.7634659,,,True,False,,,
asfblu1,Asian Fairy-bluebird,Irena puella,2000-05-12,,1.3487,103.7634659,,,True,False,,,
eutspa,Eurasian Tree Sparrow,Passer montanus,2000-05-12,,1.3487,103.7634659,,,True,False,,,
recdov1,Red Collared-Dove,Streptopelia tranquebarica,2000-05-13,,1.4461788,103.7286058,,,True,True,,,
emedov2,Asian Emerald Dove,Chalcophaps indica,2000-05-13,,1.4461788,103.7286058,,,True,True,,,
zebdov,Zebra Dove,Geopelia striata,2000-05-13,,1.4461788,103.7286058,,,True,False,,,
pinpig3,Pink-necked Green-Pigeon,Treron vernans,2000-05-13,,1.4461788,103.7286058,,,True,False,,,
lescou1,Lesser Coucal,Centropus bengalensis,2000-05-13,,1.4461788,103.7286058,,,True,False,,,
asikoe2,Asian Koel,Eudynamys scolopaceus,2000-05-13,,1.4461788,103.7286058,,,True,False,,,
latnig2,Large-tailed Nightjar,Caprimulgus macrurus,2000-05-13,,1.4461788,103.7286058,,,True,False,,,
whbwat1,White-breasted Waterhen,Amaurornis phoenicurus,2000-05-13,,1.4461788,103.7286058,,,True,False,,,
pagplo,Pacific Golden-Plover,Pluvialis fulva,2000-05-13,38,1.4461788,103.7286058,,,True,False,,,
lessap1,Tibetan Sand-Plover,Anarhynchus atrifrons,2000-05-13,2,1.4461788,103.7286058,,,True,True,,,
comsan,Common Sandpiper,Actitis hypoleucos,2000-05-13,,1.4461788,103.7286058,,,True,False,,,
marsan,Marsh Sandpiper,Tringa stagnatilis,2000-05-13,1,1.4461788,103.7286058,,,True,True,,,
comred1,Common Redshank,Tringa totanus,2000-05-13,,1.4461788,103.7286058,,,True,True,,,
lecter2,Lesser Crested Tern,Thalasseus bengalensis,2000-05-13,,1.4461788,103.7286058,,,True,False,,,
milsto1,Milky Stork,Mycteria cinerea,2000-05-13,2,1.4461788,103.7286058,,,True,True,,,
cinbit1,Cinnamon Bittern,Botaurus cinnamomeus,2000-05-13,,1.4461788,103.7286058,,,True,True,,,
yelbit,Yellow Bittern,Botaurus sinensis,2000-05-13,,1.4461788,103.7286058,,,True,False,,,
